Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
37,1993,P,Mike Perez,28,65,2,1,0,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,51,0,0,0,0,0,0,Right,No
38,1993,P,Rich Batchelor,26,9,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
39,1993,P,Steve Dixon,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,1992,C,Tom Pagnozzi,29,139,523,485,33,121,26,3,7,44,2,5,28,64,0.249,0.29,0.359,0.649,86,174,15,1,6,3,9,Right,No
2,1992,1B,Andrés Galarraga,31,95,347,325,38,79,14,2,10,39,5,4,11,69,0.243,0.282,0.391,0.673,92,127,8,8,0,3,0,Right,No
3,1992,2B,Luis Alicea,26,85,302,265,26,65,9,11,2,32,2,5,27,40,0.245,0.32,0.385,0.705,102,102,5,4,2,4,1,Right,Yes
4,1992,SS,Ozzie Smith,37,132,590,518,73,153,20,2,0,31,43,9,59,34,0.295,0.367,0.342,0.708,105,177,11,0,12,1,4,Right,Yes
5,1992,3B,Todd Zeile,26,126,514,439,51,113,18,4,7,48,7,10,68,70,0.257,0.352,0.364,0.717,107,160,11,0,0,7,4,Right,No
6,1992,LF,Bernard Gilkey,25,131,431,384,56,116,19,4,7,43,18,12,39,52,0.302,0.364,0.427,0.792,127,164,5,1,3,4,1,Right,No
7,1992,CF,Ray Lankford,25,153,682,598,87,175,40,6,20,86,42,24,72,147,0.293,0.371,0.48,0.851,143,287,5,5,2,5,6,Left,No
8,1992,RF,Félix José,27,131,551,509,62,150,22,3,14,75,28,12,40,100,0.295,0.347,0.432,0.779,123,220,9,1,0,1,8,Right,Yes
9,1992,2B,Geronimo Pena,25,62,236,203,31,62,12,1,7,31,13,8,24,37,0.305,0.386,0.478,0.863,147,97,1,5,0,4,0,Right,Yes
10,1992,LF,Milt Thompson,33,109,226,208,31,61,9,1,4,17,18,6,16,39,0.293,0.35,0.404,0.753,116,84,3,2,0,0,3,Left,No
11,1992,OF,Brian Jordan,25,55,204,193,17,40,9,4,5,22,7,2,10,48,0.207,0.25,0.373,0.623,77,72,6,1,0,0,1,Right,No
12,1992,1B,Gerald Perry,31,87,161,143,13,34,8,0,1,18,3,6,15,23,0.238,0.311,0.315,0.625,80,45,3,1,0,2,4,Left,No
13,1992,1B,Pedro Guerrero,36,43,159,146,10,32,6,1,1,16,2,2,11,25,0.219,0.27,0.295,0.565,63,43,4,0,0,2,3,Right,No
14,1992,MI,Tim Jones,29,67,158,145,9,29,4,0,0,3,5,2,11,29,0.2,0.256,0.228,0.484,40,33,1,0,2,0,1,Left,No
15,1992,3B,Tracy Woodson,29,31,119,114,9,35,8,0,1,22,0,0,3,10,0.307,0.331,0.404,0.734,110,46,1,1,1,0,0,Right,No
16,1992,IF,Craig Wilson,27,61,119,106,6,33,6,0,0,13,1,2,10,18,0.311,0.368,0.368,0.735,112,39,4,0,2,1,2,Right,No
17,1992,C,Rich Gedman,32,41,117,105,5,23,4,0,1,8,0,0,11,22,0.219,0.291,0.286,0.576,67,30,0,0,0,1,1,Left,No
18,1992,1B,Rod Brewer,26,29,113,103,11,31,6,0,0,10,0,1,8,12,0.301,0.354,0.359,0.713,106,37,1,1,0,1,0,Left,No
19,1992,UT,Rex Hudler,31,61,103,98,17,24,4,0,3,5,2,6,2,23,0.245,0.265,0.378,0.642,83,37,0,1,1,1,0,Right,No
20,1992,OF,Chuck Carr,24,22,76,64,8,14,3,0,0,3,10,2,9,6,0.219,0.315,0.266,0.581,69,17,0,0,3,0,0,Right,Yes
21,1992,MI,José Oquendo,28,14,40,35,3,9,3,1,0,3,0,0,5,3,0.257,0.35,0.4,0.75,115,14,0,0,0,0,1,Right,Yes
22,1992,OF,Ozzie Canseco,27,9,36,29,7,8,5,0,0,3,0,0,7,4,0.276,0.417,0.448,0.865,149,13,1,0,0,0,0,Right,No
23,1992,CI,Stan Royer,24,13,33,31,6,10,2,0,2,9,0,0,1,4,0.323,0.333,0.581,0.914,158,18,0,0,0,1,0,Right,No
24,1992,MI,Bien Figueroa,28,12,12,11,1,2,1,0,0,4,0,0,1,2,0.182,0.25,0.273,0.523,50,3,0,0,0,0,0,Right,No
25,1992,P,Bob Tewksbury,31,33,80,70,4,6,1,0,0,3,0,0,4,29,0.086,0.135,0.1,0.235,-31,7,1,0,6,0,0,Right,No
26,1992,P,Omar Olivares,24,36,72,68,7,16,1,0,1,4,0,0,1,19,0.235,0.246,0.294,0.54,55,20,0,0,3,0,0,Right,No
27,1992,P,Rheal Cormier,25,31,69,59,3,6,2,0,0,2,0,0,0,13,0.102,0.102,0.136,0.237,-32,8,0,0,10,0,0,Left,No
28,1992,P,Donovan Osborne,23,34,60,58,4,7,0,1,0,0,0,0,0,21,0.121,0.121,0.155,0.276,-21,9,0,0,2,0,0,Right,Yes
29,1992,P,Mark Clark,24,20,40,36,0,5,0,0,0,1,0,0,0,18,0.139,0.139,0.139,0.278,-20,5,0,0,4,0,0,Right,No
30,1992,P,José DeLeón,31,29,27,21,2,1,0,0,0,0,0,0,2,8,0.048,0.13,0.048,0.178,-47,1,0,0,4,0,0,Right,No
31,1992,P,Joe Magrane,27,5,11,10,1,2,0,0,1,2,0,0,0,2,0.2,0.2,0.5,0.7,95,5,0,0,1,0,0,Right,No
32,1992,P,Mike Perez,27,77,6,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,1,0,2,0,0,Right,No
33,1992,P,Cris Carpenter,27,73,4,3,0,1,0,0,0,2,0,0,0,1,0.333,0.333,0.333,0.667,93,1,0,0,1,0,0,Right,No
34,1992,P,Juan Agosto,34,22,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
35,1992,P,Bryn Smith,36,13,4,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
36,1992,P,Frank DiPino,35,9,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,477,1,0,0,0,0,0,Left,No
37,1992,P,Bob McClure,40,71,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
38,1992,P,Lee Smith,34,70,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
39,1992,P,Todd Worrell,32,67,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1991,C,Tom Pagnozzi,28,140,510,459,38,121,24,5,2,57,9,13,36,63,0.264,0.319,0.351,0.67,89,161,10,4,6,5,6,Right,No
2,1991,1B,Pedro Guerrero,35,115,472,427,41,116,12,1,8,70,4,2,37,46,0.272,0.326,0.361,0.687,94,154,12,1,0,7,2,Right,No
3,1991,2B,José Oquendo,27,127,441,366,37,88,11,4,1,26,1,2,67,48,0.24,0.357,0.301,0.658,88,110,5,1,4,3,13,Right,Yes
4,1991,SS,Ozzie Smith,36,150,641,550,96,157,30,3,3,50,35,9,83,36,0.285,0.38,0.367,0.747,112,202,8,1,6,1,2,Right,Yes
5,1991,3B,Todd Zeile,25,155,638,565,76,158,36,3,11,81,17,11,62,94,0.28,0.353,0.412,0.765,115,233,15,5,0,6,3,Right,No
6,1991,LF,Bernard Gilkey,24,81,311,268,28,58,7,2,5,20,14,8,39,33,0.216,0.316,0.313,0.63,78,84,14,1,1,2,0,Right,No
7,1991,CF,Ray Lankford,24,151,615,566,83,142,23,15,9,69,44,20,41,114,0.251,0.301,0.392,0.693,94,222,4,1,4,3,1,Left,No
8,1991,RF,Félix José,26,154,625,568,69,173,40,6,8,77,20,12,50,113,0.305,0.36,0.438,0.798,124,249,12,2,0,5,8,Right,Yes
9,1991,LF,Milt Thompson,32,115,361,326,55,100,16,5,6,34,16,9,32,53,0.307,0.368,0.442,0.809,127,144,4,0,2,1,7,Left,No
10,1991,1B,Gerald Perry,30,109,267,242,29,58,8,4,6,36,15,8,22,34,0.24,0.3,0.38,0.68,91,92,2,0,0,3,1,Left,No
11,1991,OF,Rex Hudler,30,101,221,207,21,47,10,2,1,15,12,8,10,29,0.227,0.26,0.309,0.569,60,64,1,0,2,2,1,Right,No
12,1991,2B,Geronimo Pena,24,104,212,185,38,45,8,3,5,17,15,5,18,45,0.243,0.322,0.4,0.722,103,74,0,5,1,3,1,Right,Yes
13,1991,C,Rich Gedman,31,46,100,94,7,10,1,0,3,8,0,1,4,15,0.106,0.14,0.213,0.353,-2,20,2,0,0,2,0,Left,No
14,1991,UT,Craig Wilson,26,60,90,82,5,14,2,0,0,13,0,0,6,10,0.171,0.222,0.195,0.417,19,16,2,0,0,2,2,Right,No
15,1991,2B,Luis Alicea,25,56,76,68,5,13,3,0,0,0,0,1,8,19,0.191,0.276,0.235,0.512,46,16,0,0,0,0,0,Right,Yes
16,1991,MI,Tim Jones,28,16,27,24,1,4,2,0,0,2,0,1,2,6,0.167,0.222,0.25,0.472,33,6,0,0,0,1,1,Left,No
17,1991,3B,Stan Royer,23,9,22,21,1,6,1,0,0,1,0,0,1,2,0.286,0.318,0.333,0.652,84,7,0,0,0,0,0,Right,No
18,1991,UT,Rod Brewer,25,19,13,13,0,1,0,0,0,1,0,0,0,5,0.077,0.077,0.077,0.154,-56,1,0,0,0,0,0,Left,No
19,1991,C,Ray Stephens,28,6,8,7,0,2,0,0,0,0,0,0,1,3,0.286,0.375,0.286,0.661,89,2,0,0,0,0,0,Right,No
20,1991,P,Bryn Smith,35,31,74,65,6,16,1,0,0,8,0,0,1,11,0.246,0.254,0.262,0.515,46,17,0,0,7,1,0,Right,No
21,1991,P,Bob Tewksbury,30,30,69,58,5,9,1,0,0,2,0,0,4,16,0.155,0.21,0.172,0.382,9,10,1,0,7,0,0,Right,No
22,1991,P,Ken Hill,25,30,61,50,2,5,0,0,0,3,0,0,4,12,0.1,0.167,0.1,0.267,-23,5,0,0,7,0,0,Right,No
23,1991,P,Omar Olivares,23,28,59,53,4,12,3,0,0,6,0,0,2,16,0.226,0.255,0.283,0.538,52,15,0,0,4,0,0,Right,No
24,1991,P,José DeLeón,30,28,51,46,0,2,0,0,0,0,0,0,0,17,0.043,0.043,0.043,0.087,-75,2,0,0,5,0,0,Right,No
25,1991,P,Rheal Cormier,24,11,22,21,2,5,0,0,0,1,0,0,0,5,0.238,0.238,0.238,0.476,35,5,0,0,1,0,0,Left,No
26,1991,P,Jamie Moyer,28,8,9,8,0,0,0,0,0,0,0,0,1,4,0.0,0.111,0.0,0.111,-66,0,0,0,0,0,0,Left,No
27,1991,P,Mark Clark,23,7,8,7,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,1,0,1,0,0,Right,No
28,1991,P,Scott Terry,31,65,7,7,1,1,0,0,0,1,0,0,0,2,0.143,0.143,0.143,0.286,-19,1,0,0,0,0,0,Right,No
29,1991,P,Juan Agosto,33,72,4,3,0,1,0,0,0,0,0,0,1,2,0.333,0.5,0.333,0.833,140,1,0,0,0,0,0,Left,No
30,1991,P,Cris Carpenter,26,59,3,3,0,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667,89,1,1,0,0,0,0,Right,No
31,1991,P,Willie Fraser,27,35,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
32,1991,P,Bob McClure,39,32,1,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,467,1,0,0,0,0,0,Right,No
33,1991,P,Mark Grater,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
34,1991,P,Lee Smith,33,67,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
35,1991,P,Mike Perez,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
36,1991,P,Tim Sherrill,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,1990,C,Todd Zeile,24,144,570,495,62,121,25,3,15,57,2,4,67,77,0.244,0.333,0.398,0.731,101,197,11,2,0,6,3,Right,No
2,1990,1B,Pedro Guerrero,34,136,554,498,42,140,31,1,13,80,1,1,44,70,0.281,0.334,0.426,0.76,108,212,14,1,0,11,14,Right,No
3,1990,2B,José Oquendo,26,156,553,469,38,118,17,5,1,37,1,1,74,46,0.252,0.35,0.316,0.666,85,148,7,0,5,5,8,Right,Yes
4,1990,SS,Ozzie Smith,35,143,592,512,61,130,21,1,1,50,32,6,61,33,0.254,0.33,0.305,0.635,77,156,8,2,7,10,4,Right,Yes
5,1990,3B,Terry Pendleton,29,121,484,447,46,103,20,2,6,58,7,5,30,58,0.23,0.277,0.324,0.601,65,145,12,1,0,6,8,Right,Yes
6,1990,LF,Vince Coleman,28,124,539,497,73,145,18,9,6,39,77,17,35,88,0.292,0.34,0.4,0.741,104,199,6,2,4,1,1,Right,Yes
7,1990,CF,Willie McGee,31,125,542,501,76,168,32,5,3,62,28,9,38,86,0.335,0.382,0.437,0.819,126,219,9,1,0,2,6,Right,Yes
8,1990,RF,Milt Thompson,31,135,463,418,42,91,14,7,6,30,25,5,39,60,0.218,0.292,0.328,0.62,71,137,4,5,1,0,5,Left,No
9,1990,C,Tom Pagnozzi,27,69,237,220,20,61,15,0,2,23,1,1,14,37,0.277,0.321,0.373,0.693,91,82,0,1,0,2,1,Right,No
10,1990,OF,Rex Hudler,29,89,234,217,30,61,11,2,7,22,18,10,12,31,0.281,0.323,0.447,0.77,110,97,3,2,2,1,1,Right,No
11,1990,SS,Tim Jones,27,67,145,128,9,28,7,1,1,12,3,4,12,20,0.219,0.291,0.313,0.603,67,40,1,1,4,0,1,Left,No
12,1990,CF,Ray Lankford,23,39,139,126,12,36,10,1,3,12,8,2,13,27,0.286,0.353,0.452,0.805,121,57,1,0,0,0,0,Left,No
13,1990,UT,Denny Walling,36,78,137,127,7,28,5,0,1,19,0,0,8,15,0.22,0.265,0.283,0.548,51,36,5,0,1,1,0,Left,No
14,1990,UT,Craig Wilson,25,55,131,121,13,30,2,0,0,7,0,2,8,14,0.248,0.29,0.264,0.555,54,32,7,0,0,2,0,Right,No
15,1990,RF,Félix José,25,25,93,85,12,23,4,1,3,13,4,4,8,16,0.271,0.333,0.447,0.78,113,38,1,0,0,0,0,Right,Yes
16,1990,UT,Dave Collins,37,99,74,58,12,13,1,0,0,3,7,1,13,10,0.224,0.366,0.241,0.608,72,14,1,0,3,0,2,Right,Yes
17,1990,LF,Bernard Gilkey,23,18,72,64,11,19,5,2,1,3,6,1,8,5,0.297,0.375,0.484,0.859,135,31,1,0,0,0,0,Right,No
18,1990,RF,Tom Brunansky,29,19,71,57,5,9,3,0,1,2,0,0,12,10,0.158,0.31,0.263,0.573,60,15,1,1,0,1,0,Right,No
19,1990,2B,Geronimo Pena,23,18,51,45,5,11,2,0,0,2,1,1,4,14,0.244,0.314,0.289,0.603,68,13,0,1,0,1,0,Right,Yes
20,1990,1B,Rod Brewer,24,14,25,25,4,6,1,0,0,2,0,0,0,4,0.24,0.24,0.28,0.52,43,7,1,0,0,0,0,Left,No
21,1990,OF,John Morris,29,18,21,18,0,2,0,0,0,0,0,0,3,6,0.111,0.238,0.111,0.349,0,2,0,0,0,0,0,Left,No
22,1990,C,Ray Stephens,27,5,15,15,2,2,1,0,1,1,0,0,0,3,0.133,0.133,0.4,0.533,41,6,2,0,0,0,0,Right,No
23,1990,P,Joe Magrane,25,31,67,55,3,7,2,0,0,0,0,0,3,19,0.127,0.172,0.164,0.336,-7,9,2,0,9,0,0,Right,No
24,1990,P,José DeLeón,29,32,62,56,1,6,0,1,0,3,0,0,1,23,0.107,0.123,0.143,0.266,-27,8,1,0,5,0,0,Right,No
25,1990,P,John Tudor,36,25,55,46,3,7,2,0,0,3,0,0,2,19,0.152,0.188,0.196,0.383,6,9,0,0,7,0,0,Left,No
26,1990,P,Bob Tewksbury,29,28,54,41,2,7,1,0,0,2,0,0,4,18,0.171,0.244,0.195,0.44,23,8,1,0,9,0,0,Right,No
27,1990,P,Bryn Smith,34,26,51,39,2,10,1,0,1,7,0,0,1,9,0.256,0.275,0.359,0.634,74,14,1,0,11,0,0,Right,No
28,1990,P,Ken Hill,24,17,26,19,0,4,0,0,0,1,0,0,1,5,0.211,0.286,0.211,0.496,39,4,0,1,5,0,0,Right,No
29,1990,P,Omar Olivares,22,9,18,17,2,3,1,0,1,4,0,0,0,4,0.176,0.167,0.412,0.578,54,7,0,0,0,1,0,Right,No
30,1990,P,Greg Mathews,28,12,17,14,2,3,1,0,0,0,0,0,2,5,0.214,0.313,0.286,0.598,66,4,1,0,1,0,0,Right,No
31,1990,P,Scott Terry,30,50,12,11,2,5,1,0,0,0,0,0,0,3,0.455,0.455,0.545,1.0,175,6,0,0,1,0,0,Right,No
32,1990,P,Ken Dayley,31,58,6,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
33,1990,P,Frank DiPino,33,62,5,4,0,1,1,0,0,0,0,0,0,2,0.25,0.25,0.5,0.75,102,2,0,0,1,0,0,Left,No
34,1990,P,Ricky Horton,30,32,5,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Left,No
35,1990,P,Tom Niedenfuer,30,52,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,1990,P,Lee Smith,32,53,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,1990,P,Cris Carpenter,25,4,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,1990,P,Mike Perez,25,13,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
39,1990,P,Ernie Camacho,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,1990,P,Howard Hilton,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,1990,P,Stan Clarke,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,1990,P,Tim Sherrill,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
43,1990,P,John Costello,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1989,C,Tony Peña,32,141,464,424,36,110,17,2,4,37,5,3,35,33,0.259,0.318,0.337,0.655,86,143,19,2,2,1,19,Right,No
2,1989,1B,Pedro Guerrero,33,162,665,570,60,177,42,1,17,117,2,0,79,84,0.311,0.391,0.477,0.868,145,272,17,4,0,12,13,Right,No
3,1989,2B,José Oquendo,25,163,650,556,59,162,28,7,1,48,3,5,79,59,0.291,0.375,0.372,0.747,112,207,12,0,7,8,7,Right,Yes
4,1989,SS,Ozzie Smith,34,155,664,593,82,162,30,8,2,50,29,7,55,37,0.273,0.335,0.361,0.696,97,214,10,2,11,3,3,Right,Yes
5,1989,3B,Terry Pendleton,28,162,661,613,83,162,28,5,13,74,9,5,44,81,0.264,0.313,0.39,0.702,98,239,16,0,2,2,3,Right,Yes
6,1989,LF,Vince Coleman,27,145,624,563,94,143,21,9,2,28,65,10,50,90,0.254,0.316,0.334,0.65,84,188,4,2,7,2,0,Right,Yes
7,1989,CF,Milt Thompson,30,155,591,545,60,158,28,8,4,68,27,8,39,91,0.29,0.34,0.393,0.733,107,214,12,4,0,3,5,Left,No
8,1989,RF,Tom Brunansky,28,158,622,556,67,133,29,3,20,85,5,9,59,107,0.239,0.312,0.41,0.722,103,228,10,2,0,5,3,Right,No
9,1989,CF,Willie McGee,30,58,211,199,23,47,10,2,3,17,8,6,10,34,0.236,0.275,0.352,0.627,76,70,2,1,0,1,0,Right,Yes
10,1989,OF,John Morris,28,96,124,117,8,28,4,1,2,14,1,0,4,22,0.239,0.264,0.342,0.606,71,40,4,0,3,0,0,Left,No
11,1989,UT,Denny Walling,35,69,93,79,9,24,7,0,1,11,0,0,14,12,0.304,0.409,0.43,0.839,138,34,1,0,0,0,2,Left,No
12,1989,C,Todd Zeile,23,28,93,82,7,21,3,1,1,8,0,0,9,14,0.256,0.326,0.354,0.68,93,29,1,0,1,1,1,Right,No
13,1989,C,Tom Pagnozzi,26,52,88,80,3,12,2,0,0,3,0,0,6,19,0.15,0.216,0.175,0.391,12,14,7,1,0,1,2,Right,No
14,1989,IF,Tim Jones,26,42,86,75,11,22,6,0,0,7,1,0,7,8,0.293,0.353,0.373,0.726,106,28,2,1,1,2,1,Left,No
15,1989,UT,Jim Lindeman,27,73,50,45,8,5,1,0,0,2,0,0,3,18,0.111,0.163,0.133,0.297,-15,6,2,0,1,1,0,Right,No
16,1989,1B,Leon Durham,31,29,22,18,2,1,1,0,0,1,0,1,2,4,0.056,0.182,0.111,0.293,-15,2,0,1,0,1,0,Left,No
17,1989,2B,Rod Booker,30,10,8,8,1,2,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,42,2,0,0,0,0,0,Left,No
18,1989,3B,Craig Wilson,24,6,5,4,1,1,0,0,0,1,0,0,1,2,0.25,0.4,0.25,0.65,88,1,0,0,0,0,0,Right,No
19,1989,P,José DeLeón,28,36,94,83,3,8,0,0,0,1,0,0,2,37,0.096,0.118,0.096,0.214,-39,8,1,0,9,0,0,Right,No
20,1989,P,Joe Magrane,24,38,92,80,6,11,3,0,1,4,0,0,4,18,0.138,0.179,0.213,0.391,10,17,0,0,8,0,0,Right,No
21,1989,P,Ken Hill,23,33,69,59,4,9,1,0,0,3,0,0,2,21,0.153,0.18,0.169,0.35,0,10,0,0,8,0,0,Right,No
22,1989,P,Scott Terry,29,35,51,45,3,7,1,0,2,4,0,0,1,11,0.156,0.191,0.311,0.503,40,14,0,1,4,0,0,Right,No
23,1989,P,Ted Power,34,23,36,33,1,3,0,0,0,1,0,0,0,16,0.091,0.091,0.091,0.182,-48,3,0,0,3,0,0,Right,No
24,1989,P,Frank DiPino,32,67,14,13,0,1,0,0,0,0,0,0,0,9,0.077,0.077,0.077,0.154,-56,1,0,0,1,0,0,Left,No
25,1989,P,Ricky Horton,29,11,13,11,0,3,1,0,0,0,0,0,0,1,0.273,0.273,0.364,0.636,79,4,0,0,2,0,0,Left,No
26,1989,P,Cris Carpenter,24,36,11,9,1,4,0,0,0,1,0,0,0,2,0.444,0.444,0.444,0.889,153,4,0,0,2,0,0,Right,No
27,1989,P,Don Heinkel,29,7,10,6,0,0,0,0,0,0,0,0,2,3,0.0,0.25,0.0,0.25,-23,0,0,0,2,0,0,Left,No
28,1989,P,Bob Tewksbury,28,7,9,9,0,1,0,0,0,1,0,0,0,5,0.111,0.111,0.111,0.222,-37,1,0,0,0,0,0,Right,No
29,1989,P,John Costello,28,48,8,6,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100,0,0,0,2,0,0,Right,No
30,1989,P,Ken Dayley,30,71,5,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
31,1989,P,Dan Quisenberry,36,63,4,4,0,1,0,0,0,1,0,0,0,1,0.25,0.25,0.25,0.5,42,1,0,0,0,0,0,Right,No
32,1989,P,Matt Kinzer,26,8,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
33,1989,P,Todd Worrell,29,47,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
1,1988,C,Tony Peña,31,149,546,505,55,133,23,1,10,51,6,2,33,60,0.263,0.308,0.372,0.68,94,188,12,1,3,4,11,Right,No
2,1988,1B,Bob Horner,30,60,247,206,15,53,9,1,3,33,0,0,32,23,0.257,0.348,0.354,0.703,102,73,9,1,0,8,6,Right,No
3,1988,2B,Luis Alicea,22,93,330,297,20,63,10,4,1,24,1,1,25,32,0.212,0.276,0.283,0.559,61,84,12,2,4,2,4,Right,Yes
4,1988,SS,Ozzie Smith,33,153,669,575,80,155,27,1,3,51,57,9,74,43,0.27,0.35,0.336,0.686,98,193,7,1,12,7,2,Right,Yes
5,1988,3B,Terry Pendleton,27,110,421,391,44,99,20,2,6,53,3,3,21,51,0.253,0.293,0.361,0.653,87,141,9,2,4,3,4,Right,Yes
6,1988,LF,Vince Coleman,26,153,679,616,77,160,20,10,3,38,81,27,49,111,0.26,0.313,0.339,0.652,87,209,4,1,8,5,4,Right,Yes
7,1988,CF,Willie McGee,29,137,600,562,73,164,24,6,3,50,41,6,32,84,0.292,0.329,0.372,0.701,101,209,10,1,2,3,5,Right,Yes
8,1988,RF,Tom Brunansky,27,143,613,523,69,128,22,4,22,79,16,6,79,82,0.245,0.345,0.428,0.773,121,224,17,4,1,6,6,Right,No
9,1988,IF,José Oquendo,24,148,518,451,36,125,10,1,7,46,4,6,52,40,0.277,0.35,0.35,0.7,102,158,8,0,12,3,7,Right,Yes
10,1988,UT,Tom Pagnozzi,25,81,209,195,17,55,9,0,0,15,0,0,11,32,0.282,0.319,0.328,0.647,86,64,5,0,2,1,1,Right,No
11,1988,1B,Pedro Guerrero,32,44,176,149,16,40,7,1,5,30,2,0,21,26,0.268,0.358,0.43,0.787,125,64,3,2,0,4,7,Right,No
12,1988,UT,Curt Ford,27,91,139,128,11,25,6,0,1,18,6,1,8,26,0.195,0.239,0.266,0.505,45,34,4,0,1,2,1,Left,No
13,1988,1B,Mike Laga,28,41,102,100,5,13,0,0,1,4,0,0,2,21,0.13,0.147,0.16,0.307,-12,16,0,0,0,0,0,Left,No
14,1988,UT,Tom Lawless,31,54,79,65,9,10,2,1,1,3,6,0,7,9,0.154,0.236,0.262,0.498,43,17,1,0,7,0,0,Right,No
15,1988,2B,Tom Herr,32,15,63,50,4,13,0,0,1,3,3,0,11,4,0.26,0.393,0.32,0.713,107,16,1,0,2,0,3,Right,Yes
16,1988,UT,Denny Walling,34,19,60,58,3,13,3,0,0,1,1,0,2,7,0.224,0.25,0.276,0.526,51,16,1,0,0,0,0,Left,No
17,1988,C,Steve Lake,31,36,59,54,5,15,3,0,1,4,0,0,3,15,0.278,0.339,0.389,0.728,108,21,0,2,0,0,0,Right,No
18,1988,MI,Tim Jones,25,31,56,52,2,14,0,0,0,3,4,1,4,10,0.269,0.321,0.269,0.591,71,14,1,0,0,0,0,Left,No
19,1988,1B,Mike Fitzgerald,24,13,47,46,4,9,1,0,0,1,0,0,0,9,0.196,0.213,0.217,0.43,24,10,0,1,0,0,0,Right,No
