Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
3,1964,SP,Ray Sadecki,23,20,11,0.645,3.68,37,32,2,9,2,1,220.0,232,104,90,16,60,4,119,1,1,7,935,104,3.3,1.327,9.5,0.7,2.5,4.9,1.98,Left,No
4,1964,SP,Ernie Broglio,28,3,5,0.375,3.5,11,11,0,3,1,0,69.1,65,33,27,7,26,2,36,1,0,4,293,110,4.05,1.313,8.4,0.9,3.4,4.7,1.38,Right,No
5,1964,CL,Barney Schultz,37,1,3,0.25,1.64,30,0,22,0,0,14,49.1,35,14,9,1,11,3,29,0,1,0,190,234,2.36,0.932,6.4,0.2,2.0,5.3,2.64,Right,No
6,1964,RP,Roger Craig,34,7,9,0.438,3.25,39,19,12,3,0,5,166.0,180,76,60,16,35,4,84,4,0,2,706,118,3.55,1.295,9.8,0.9,1.9,4.6,2.4,Right,No
7,1964,RP,Ron Taylor,26,8,4,0.667,4.62,63,2,31,0,0,8,101.1,109,56,52,15,33,7,69,1,1,1,441,83,4.17,1.401,9.7,1.3,2.9,6.1,2.09,Right,No
8,1964,RP,Mike Cuellar,27,5,5,0.5,4.5,32,7,6,1,0,4,72.0,80,43,36,8,33,4,56,1,0,1,320,85,3.91,1.569,10.0,1.0,4.1,7.0,1.7,Left,No
9,1964,RP,Bob Humphreys,28,2,0,1.0,2.53,28,0,10,0,0,2,42.2,32,14,12,3,15,3,36,1,0,2,170,152,2.96,1.102,6.8,0.6,3.2,7.6,2.4,Right,No
10,1964,,Ray Washburn,26,3,4,0.429,4.05,15,10,3,0,0,2,60.0,60,29,27,7,17,2,28,5,0,0,255,95,4.29,1.283,9.0,1.1,2.6,4.2,1.65,Right,No
11,1964,,Gordie Richardson,25,4,2,0.667,2.3,19,6,6,1,0,1,47.0,40,18,12,2,15,0,28,1,1,1,192,168,2.99,1.17,7.7,0.4,2.9,5.4,1.87,Left,No
12,1964,,Glen Hobbie,28,1,2,0.333,4.26,13,5,4,1,0,1,44.1,41,23,21,4,15,1,18,1,0,0,189,90,4.05,1.263,8.3,0.8,3.0,3.7,1.2,Right,No
13,1964,,Bobby Shantz,38,1,3,0.25,3.12,16,0,10,0,0,0,17.1,14,6,6,2,7,3,12,0,0,1,72,125,3.93,1.212,7.3,1.0,3.6,6.2,1.71,Left,No
14,1964,,Lew Burdette,37,1,0,1.0,1.8,8,0,2,0,0,0,10.0,10,3,2,1,3,0,3,0,0,1,43,221,4.21,1.3,9.0,0.9,2.7,2.7,1.0,Right,No
15,1964,,Harry Fanok,24,0,0,0.0,5.87,4,0,1,0,0,0,7.2,5,6,5,0,3,0,10,0,0,2,33,68,1.17,1.043,5.9,0.0,3.5,11.7,3.33,Right,No
16,1964,,Dave Bakenhaster,19,0,0,0.0,6.0,2,0,2,0,0,0,3.0,9,6,2,1,1,0,0,0,0,0,20,72,7.94,3.333,27.0,3.0,3.0,0.0,0.0,Right,No
17,1964,,Jack Spring,31,0,0,0.0,3.0,2,0,0,0,0,0,3.0,8,9,1,1,1,1,0,0,0,1,20,144,7.94,3.0,24.0,3.0,3.0,0.0,0.0,Left,No
18,1964,,Dave Dowling,21,0,0,0.0,0.0,1,0,1,0,0,0,1.0,2,0,0,0,0,0,0,0,0,0,5,0,2.61,2.0,18.0,0.0,0.0,0.0,0.0,Left,No
1,1963,SP,Bob Gibson,27,18,9,0.667,3.39,36,33,2,14,2,0,254.2,224,110,96,19,96,1,204,13,1,6,1088,105,3.13,1.257,7.9,0.7,3.4,7.2,2.13,Right,No
2,1963,SP,Ernie Broglio,27,18,8,0.692,2.99,39,35,3,11,5,0,250.0,202,97,83,24,90,4,145,4,1,13,1041,119,3.7,1.168,7.3,0.9,3.2,5.2,1.61,Right,No
3,1963,SP,Curt Simmons,34,15,9,0.625,2.48,32,32,0,11,6,0,232.2,209,82,64,13,48,3,127,6,0,3,942,144,2.81,1.105,8.1,0.5,1.9,4.9,2.65,Left,No
4,1963,SP,Ray Sadecki,22,10,10,0.5,4.1,36,28,1,4,1,1,193.1,198,100,88,25,78,3,136,4,2,12,834,87,4.03,1.428,9.2,1.2,3.6,6.3,1.74,Left,No
5,1963,SP,Lew Burdette,36,3,8,0.273,3.77,21,14,3,3,0,2,98.0,106,50,41,6,16,2,45,7,0,0,416,95,3.06,1.245,9.7,0.6,1.5,4.1,2.81,Right,No
6,1963,SP,Ray Washburn,25,5,3,0.625,3.08,11,11,0,4,2,0,64.1,50,25,22,5,14,0,47,1,1,0,252,116,2.73,0.995,7.0,0.7,2.0,6.6,3.36,Right,No
7,1963,CL,Ron Taylor,25,9,7,0.563,2.84,54,9,22,2,0,11,133.1,119,44,42,10,30,6,91,4,1,3,540,126,2.85,1.118,8.0,0.7,2.0,6.1,3.03,Right,No
8,1963,RP,Bobby Shantz,37,6,4,0.6,2.61,55,0,32,0,0,11,79.1,55,28,23,6,17,5,70,2,0,5,312,137,2.42,0.908,6.2,0.7,1.9,7.9,4.12,Left,No
9,1963,RP,Ed Bauta,28,3,4,0.429,3.93,38,0,18,0,0,3,52.2,55,26,23,2,21,4,30,2,1,2,226,91,3.14,1.443,9.4,0.3,3.6,5.1,1.43,Right,No
10,1963,RP,Barney Schultz,36,2,0,1.0,3.57,24,0,10,0,0,1,35.1,36,15,14,5,8,2,26,2,0,2,151,101,3.7,1.245,9.2,1.3,2.0,6.6,3.25,Right,No
11,1963,RP,Diomedes Olivo,44,0,5,0.0,5.4,19,0,7,0,0,0,13.1,16,9,8,1,9,1,9,1,0,1,66,68,4.35,1.875,10.8,0.7,6.1,6.1,1.0,Left,No
12,1963,,Harry Fanok,23,2,1,0.667,5.26,12,0,4,0,0,1,25.2,24,16,15,3,21,1,25,1,2,1,121,69,4.62,1.753,8.4,1.1,7.4,8.8,1.19,Right,No
13,1963,,Sam Jones,37,2,0,1.0,9.0,11,0,5,0,0,2,11.0,15,12,11,0,5,1,8,0,0,1,52,41,2.39,1.818,12.3,0.0,4.1,6.5,1.6,Right,No
14,1963,,Bob Humphreys,27,0,1,0.0,5.06,9,0,2,0,0,0,10.2,11,8,6,4,7,1,8,1,0,0,48,73,8.1,1.688,9.3,3.4,5.9,6.8,1.14,Right,No
15,1963,,Ken MacKenzie,29,0,0,0.0,4.0,8,0,4,0,0,0,9.0,9,6,4,1,3,1,7,0,0,0,39,93,3.37,1.333,9.0,1.0,3.0,7.0,2.33,Left,No
1,1962,SP,Larry Jackson,31,16,11,0.593,3.75,36,35,0,11,2,0,252.1,267,121,105,25,64,6,112,6,1,7,1074,115,3.85,1.312,9.5,0.9,2.3,4.0,1.75,Right,No
2,1962,SP,Bob Gibson,26,15,13,0.536,2.85,32,30,2,15,5,1,233.2,174,84,74,15,95,9,208,10,0,11,967,151,3.02,1.151,6.7,0.6,3.7,8.0,2.19,Right,No
3,1962,SP,Ernie Broglio,26,12,9,0.571,3.0,34,30,3,11,4,0,222.1,193,80,74,22,93,5,132,2,1,5,923,144,4.0,1.286,7.8,0.9,3.8,5.3,1.42,Right,No
4,1962,SP,Ray Washburn,24,12,9,0.571,4.1,34,25,3,2,1,0,175.2,187,90,80,25,58,2,109,3,0,6,758,105,4.27,1.395,9.6,1.3,3.0,5.6,1.88,Right,No
5,1962,SP,Curt Simmons,33,10,10,0.5,3.51,31,22,6,9,4,0,154.0,167,78,60,18,32,2,74,3,0,1,641,123,3.86,1.292,9.8,1.1,1.9,4.3,2.31,Left,No
6,1962,SP,Ray Sadecki,21,6,8,0.429,5.54,22,17,2,4,1,1,102.1,121,74,63,13,43,3,50,3,2,5,467,78,4.64,1.603,10.6,1.1,3.8,4.4,1.16,Left,No
7,1962,CL,Lindy McDaniel,26,3,10,0.231,4.12,55,2,36,0,0,14,107.0,96,53,49,12,29,8,79,1,0,6,443,105,3.44,1.168,8.1,1.0,2.4,6.6,2.72,Right,No
8,1962,RP,Bobby Shantz,36,5,3,0.625,2.18,28,0,19,0,0,4,57.2,45,22,14,7,20,2,47,1,0,0,236,198,3.66,1.127,7.0,1.1,3.1,7.3,2.35,Left,No
9,1962,RP,Don Ferrarese,33,1,4,0.2,2.7,38,0,16,0,0,1,56.2,55,19,17,2,31,4,45,1,0,5,245,160,3.18,1.518,8.7,0.3,4.9,7.1,1.45,Left,No
10,1962,RP,Bob Duliba,27,2,0,1.0,2.06,28,0,12,0,0,2,39.1,33,11,9,3,17,0,22,0,0,3,160,210,3.79,1.271,7.6,0.7,3.9,5.0,1.29,Right,No
11,1962,RP,Ed Bauta,27,1,0,1.0,5.01,20,0,9,0,0,1,32.1,28,18,18,5,21,1,25,1,1,2,142,87,5.12,1.515,7.8,1.4,5.8,7.0,1.19,Right,No
12,1962,,Paul Toth,27,1,0,1.0,5.4,6,1,1,1,0,0,16.2,18,10,10,1,4,0,5,0,0,0,68,81,3.52,1.32,9.7,0.5,2.2,2.7,1.25,Right,No
13,1962,,John Anderson,32,0,0,0.0,1.42,5,0,1,0,0,1,6.1,4,1,1,0,3,2,3,0,0,1,26,319,3.09,1.105,5.7,0.0,4.3,4.3,1.0,Right,No
14,1962,,Harvey Branch,23,0,1,0.0,5.4,1,1,0,0,0,0,5.0,5,3,3,1,5,0,2,0,0,0,24,85,7.42,2.0,9.0,1.8,9.0,3.6,0.4,Left,No
15,1962,,Bobby Locke,28,0,0,0.0,0.0,1,0,0,0,0,0,2.0,1,0,0,0,2,0,1,0,0,1,9,0,4.62,1.5,4.5,0.0,9.0,4.5,0.5,Right,No
1,1961,SP,Ray Sadecki,20,14,10,0.583,3.72,31,31,0,13,0,0,222.2,196,100,92,28,102,2,114,3,0,8,949,118,4.6,1.338,7.9,1.1,4.1,4.6,1.12,Left,No
2,1961,SP,Bob Gibson,25,13,12,0.52,3.24,35,27,3,10,2,1,211.1,186,91,76,13,119,7,166,6,1,8,916,136,3.58,1.443,7.9,0.6,5.1,7.1,1.4,Right,No
3,1961,SP,Larry Jackson,30,14,11,0.56,3.75,33,28,2,12,3,0,211.0,203,99,88,20,56,5,113,4,0,3,880,117,3.59,1.227,8.7,0.9,2.4,4.8,2.02,Right,No
4,1961,SP,Curt Simmons,32,9,10,0.474,3.13,30,29,0,6,2,0,195.2,203,91,68,14,64,6,99,4,0,2,840,141,3.53,1.365,9.3,0.6,2.9,4.6,1.55,Left,No
5,1961,SP,Ernie Broglio,25,9,12,0.429,4.12,29,26,2,7,2,0,174.2,166,97,80,19,75,5,113,1,0,1,762,107,4.0,1.38,8.6,1.0,3.9,5.8,1.51,Right,No
6,1961,CL,Lindy McDaniel,25,10,6,0.625,4.87,55,0,39,0,0,9,94.1,117,57,51,11,31,11,65,2,1,8,424,91,3.76,1.569,11.2,1.0,3.0,6.2,2.1,Right,No
7,1961,RP,Al Cicotte,31,2,6,0.25,5.28,29,7,9,0,0,1,75.0,83,47,44,16,34,2,51,2,0,3,333,84,5.43,1.56,10.0,1.9,4.1,6.1,1.5,Right,No
8,1961,RP,Bob Miller,22,1,3,0.25,4.24,34,5,13,0,0,3,74.1,82,41,35,6,46,7,39,0,0,4,333,104,4.43,1.722,9.9,0.7,5.6,4.7,0.85,Right,No
9,1961,RP,Craig Anderson,22,4,3,0.571,3.26,25,0,13,0,0,1,38.2,38,15,14,3,12,0,21,1,0,3,164,136,3.51,1.293,8.8,0.7,2.8,4.9,1.75,Right,No
10,1961,RP,Mickey McDermott,32,1,0,1.0,3.67,19,0,13,0,0,4,27.0,29,17,11,3,15,2,15,0,0,2,125,121,4.57,1.63,9.7,1.0,5.0,5.0,1.0,Left,No
11,1961,,Ray Washburn,23,1,1,0.5,1.77,3,2,1,1,0,0,20.1,10,4,4,1,7,0,12,1,1,1,75,252,3.21,0.836,4.4,0.4,3.1,5.3,1.71,Right,No
12,1961,,Ed Bauta,26,2,0,1.0,1.4,13,0,9,0,0,5,19.1,12,5,3,2,5,1,12,0,0,0,76,320,3.45,0.879,5.6,0.9,2.3,5.6,2.4,Right,No
13,1961,,Bobby Tiefenauer,31,0,0,0.0,6.23,3,0,2,0,0,0,4.1,9,4,3,0,4,0,3,0,0,1,24,76,3.96,3.0,18.7,0.0,8.3,6.2,0.75,Right,No
1,1960,SP,Larry Jackson,29,18,13,0.581,3.48,43,38,3,14,3,0,282.0,277,123,109,22,70,4,171,3,0,2,1173,117,3.11,1.23,8.8,0.7,2.2,5.5,2.44,Right,No
2,1960,SP,Ray Sadecki,19,9,9,0.5,3.78,26,26,0,7,1,0,157.1,148,76,66,15,86,1,95,1,0,8,690,108,4.22,1.487,8.5,0.9,4.9,5.4,1.1,Left,No
3,1960,SP,Curt Simmons,31,7,4,0.636,2.66,23,17,2,3,1,0,152.0,149,50,45,11,31,6,63,0,1,3,617,153,3.25,1.184,8.8,0.7,1.8,3.7,2.03,Left,No
4,1960,CL,Lindy McDaniel,24,12,4,0.75,2.09,65,2,47,1,0,27,116.1,85,28,27,8,24,3,105,1,1,7,448,195,2.26,0.937,6.6,0.6,1.9,8.1,4.38,Right,No
5,1960,RP,Ernie Broglio,24,21,9,0.7,2.74,52,24,14,9,3,0,226.1,172,76,69,18,100,5,188,2,0,5,924,148,3.25,1.202,6.8,0.7,4.0,7.5,1.88,Right,No
6,1960,RP,Ron Kline,28,4,9,0.308,6.04,34,17,6,1,0,1,117.2,133,86,79,21,43,5,54,0,0,4,523,67,5.03,1.496,10.2,1.6,3.3,4.1,1.26,Right,No
7,1960,RP,Bob Gibson,24,3,6,0.333,5.61,27,12,3,2,0,0,86.2,97,61,54,7,48,6,69,1,0,3,399,73,3.68,1.673,10.1,0.7,5.0,7.2,1.44,Right,No
8,1960,RP,Bob Duliba,25,4,4,0.5,4.2,27,0,16,0,0,0,40.2,49,20,19,6,16,4,23,0,0,3,178,98,4.49,1.598,10.8,1.3,3.5,5.1,1.44,Right,No
9,1960,,Vinegar Bend Mizell,29,1,3,0.25,4.55,9,9,0,0,0,0,55.1,64,31,28,7,28,4,42,0,0,2,252,90,4.17,1.663,10.4,1.1,4.6,6.8,1.5,Left,No
10,1960,,Bob Miller,21,4,3,0.571,3.42,15,7,3,0,0,0,52.2,53,21,20,2,17,2,33,1,0,2,225,120,2.79,1.329,9.1,0.3,2.9,5.6,1.94,Right,No
11,1960,,Marshall Bridges,29,2,2,0.5,3.45,20,1,7,0,0,1,31.1,33,15,12,2,16,1,27,1,0,0,144,119,3.26,1.564,9.5,0.6,4.6,7.8,1.69,Left,No
12,1960,,Bob Grim,30,1,0,1.0,3.05,15,0,10,0,0,0,20.2,22,7,7,1,9,1,15,0,0,0,92,136,3.01,1.5,9.6,0.4,3.9,6.5,1.67,Right,No
13,1960,,Ed Bauta,25,0,0,0.0,6.32,9,0,5,0,0,1,15.2,14,11,11,4,11,1,6,1,1,2,72,66,7.38,1.596,8.0,2.3,6.3,3.4,0.55,Right,No
14,1960,,Mel Nelson,24,0,1,0.0,3.38,2,1,1,0,0,0,8.0,7,3,3,1,2,1,7,0,0,0,33,126,3.15,1.125,7.9,1.1,2.3,7.9,3.5,Left,No
15,1960,,Frank Barnes,33,0,1,0.0,3.52,4,1,1,0,0,1,7.2,8,5,3,1,9,0,8,1,0,0,41,121,6.05,2.217,9.4,1.2,10.6,9.4,0.89,Right,No
16,1960,,Cal Browning,22,0,0,0.0,40.5,1,0,0,0,0,0,0.2,5,3,3,1,1,0,0,0,0,0,8,16,26.53,9.0,67.5,13.5,13.5,0.0,0.0,Left,No
1,1959,SP,Larry Jackson,28,14,13,0.519,3.3,40,37,2,12,3,0,256.0,271,103,94,13,64,3,145,4,0,7,1081,128,2.87,1.309,9.5,0.5,2.3,5.1,2.27,Right,No
2,1959,SP,Vinegar Bend Mizell,28,13,10,0.565,4.2,31,30,1,8,1,0,201.1,196,104,94,21,89,7,108,8,1,2,890,101,4.27,1.416,8.8,0.9,4.0,4.8,1.21,Left,No
3,1959,SP,Ernie Broglio,23,7,12,0.368,4.72,35,25,4,6,3,0,181.1,174,104,95,20,89,10,133,0,0,8,793,90,3.98,1.45,8.6,1.0,4.4,6.6,1.49,Right,No
4,1959,SP,Bob Miller,20,4,3,0.571,3.31,11,10,1,3,0,0,70.2,66,31,26,2,21,2,43,1,1,0,294,128,2.63,1.231,8.4,0.3,2.7,5.5,2.05,Right,No
5,1959,CL,Lindy McDaniel,23,14,12,0.538,3.82,62,7,47,1,0,16,132.0,144,61,56,11,41,8,86,1,0,10,562,111,3.28,1.402,9.8,0.8,2.8,5.9,2.1,Right,No
6,1959,RP,Gary Blaylock,27,4,5,0.444,5.13,26,12,1,3,0,0,100.0,117,61,57,14,43,3,61,2,0,3,449,83,4.49,1.6,10.5,1.3,3.9,5.5,1.42,Right,No
7,1959,RP,Marshall Bridges,28,6,3,0.667,4.26,27,4,11,1,0,1,76.0,67,38,36,10,37,8,76,0,0,3,328,100,3.71,1.368,7.9,1.2,4.4,9.0,2.05,Left,No
8,1959,RP,Jim Brosnan,29,1,3,0.25,4.91,20,1,10,0,0,2,33.0,34,18,18,5,15,5,18,1,0,1,142,87,4.88,1.485,9.3,1.4,4.1,4.9,1.2,Right,No
9,1959,RP,Dean Stone,28,0,1,0.0,4.2,18,1,5,0,0,1,30.0,30,15,14,4,16,4,17,0,0,2,132,102,4.74,1.533,9.0,1.2,4.8,5.1,1.06,Left,No
10,1959,,Bob Gibson,23,3,5,0.375,3.33,13,9,3,2,1,0,75.2,77,35,28,4,39,2,48,1,0,4,333,127,3.55,1.533,9.2,0.5,4.6,5.7,1.23,Right,No
11,1959,,Dick Ricketts,25,1,6,0.143,5.82,12,9,2,0,0,0,55.2,68,42,36,7,30,4,25,0,0,1,259,73,4.9,1.76,11.0,1.1,4.9,4.0,0.83,Right,No
12,1959,,Alex Kellner,34,2,1,0.667,3.16,12,4,2,0,0,0,37.0,31,17,13,9,10,2,19,1,0,0,154,135,5.57,1.108,7.5,2.2,2.4,4.6,1.9,Left,No
13,1959,,Bob Duliba,24,0,1,0.0,2.78,11,0,5,0,0,1,22.2,19,7,7,2,12,1,14,0,0,2,94,154,4.04,1.368,7.5,0.8,4.8,5.6,1.17,Right,No
14,1959,,Howie Nunn,23,2,2,0.5,7.59,16,0,4,0,0,0,21.1,23,18,18,3,15,5,20,0,0,1,97,57,4.61,1.781,9.7,1.3,6.3,8.4,1.33,Right,No
15,1959,,Hal Jeffcoat,34,0,1,0.0,9.17,11,0,6,0,0,0,17.2,33,18,18,4,9,2,7,0,0,1,91,47,6.22,2.377,16.8,2.0,4.6,3.6,0.78,Right,No
16,1959,,Tom Cheney,24,0,1,0.0,6.94,11,2,5,0,0,0,11.2,17,9,9,2,11,2,8,2,0,1,63,63,6.74,2.4,13.1,1.5,8.5,6.2,0.73,Right,No
17,1959,,Jack Urban,30,0,0,0.0,9.28,8,0,3,0,0,0,10.2,18,11,11,1,7,4,4,0,0,0,53,47,4.98,2.344,15.2,0.8,5.9,3.4,0.57,Right,No
18,1959,,Bob Blaylock,24,0,1,0.0,4.0,3,1,0,0,0,0,9.0,8,5,4,1,3,0,3,0,0,0,38,110,4.32,1.222,8.0,1.0,3.0,3.0,1.0,Right,No
19,1959,,Bill Smith,25,0,0,0.0,1.08,6,0,2,0,0,1,8.1,11,3,1,0,3,1,4,0,0,0,36,408,2.66,1.68,11.9,0.0,3.2,4.3,1.33,Left,No
20,1959,,Phil Clark,26,0,1,0.0,12.86,7,0,2,0,0,0,7.0,8,11,10,0,8,1,5,0,0,0,36,35,4.54,2.286,10.3,0.0,10.3,6.4,0.63,Right,No
21,1959,,Tom Hughes,24,0,2,0.0,15.75,2,2,0,0,0,0,4.0,9,9,7,2,2,0,2,0,0,0,24,29,9.54,2.75,20.3,4.5,4.5,4.5,1.0,Right,No
22,1959,,Marv Grissom,41,0,0,0.0,22.5,3,0,2,0,0,0,2.0,6,5,5,2,0,0,0,0,0,0,12,22,15.54,3.0,27.0,9.0,0.0,0.0,0.0,Right,No
1,1958,SP,Sam Jones,32,14,13,0.519,2.88,35,35,0,14,2,0,250.0,204,95,80,23,107,5,225,6,0,7,1041,144,3.23,1.244,7.3,0.8,3.9,8.1,2.1,Right,No
2,1958,SP,Vinegar Bend Mizell,27,10,14,0.417,3.42,30,29,0,8,2,0,189.2,178,81,72,17,91,9,80,2,0,1,820,122,4.27,1.418,8.4,0.8,4.3,3.8,0.88,Left,No
3,1958,SP,Lindy McDaniel,22,5,7,0.417,5.8,26,17,6,2,1,0,108.2,139,76,70,17,31,2,47,2,1,3,492,72,4.55,1.564,11.5,1.4,2.6,3.9,1.52,Right,No
4,1958,SP,Sal Maglie,41,2,6,0.25,4.75,10,10,0,2,0,0,53.0,46,31,28,14,25,2,21,2,0,0,230,88,6.64,1.34,7.8,2.4,4.2,3.6,0.84,Right,No
5,1958,CL,Larry Jackson,27,13,13,0.5,3.68,49,23,16,11,1,8,198.0,211,93,81,21,51,11,124,10,1,7,846,113,3.53,1.323,9.6,1.0,2.3,5.6,2.43,Right,No
6,1958,RP,Jim Brosnan,28,8,4,0.667,3.44,33,12,14,2,0,7,115.0,107,46,44,10,50,3,65,1,0,1,487,121,3.81,1.365,8.4,0.8,3.9,5.1,1.3,Right,No
7,1958,RP,Bob Mabe,28,3,9,0.25,4.51,31,13,4,4,0,0,111.2,113,66,56,11,41,6,74,4,0,7,487,92,3.64,1.379,9.1,0.9,3.3,6.0,1.8,Right,No
8,1958,RP,Billy Muffett,27,4,6,0.4,4.93,35,6,17,1,0,5,84.0,107,52,46,11,42,9,41,5,0,0,396,85,4.88,1.774,11.5,1.2,4.5,4.4,0.98,Right,No
9,1958,RP,Phil Paine,28,5,1,0.833,3.56,46,0,21,0,0,1,73.1,70,33,29,7,31,4,45,5,1,0,314,117,3.96,1.377,8.6,0.9,3.8,5.5,1.45,Right,No
10,1958,,Bill Wight,36,3,0,1.0,5.02,28,1,12,1,0,2,57.1,64,35,32,7,32,1,18,0,0,6,263,83,5.11,1.674,10.0,1.1,5.0,2.8,0.56,Left,No
11,1958,,Chuck Stobbs,28,1,3,0.25,3.63,17,0,7,0,0,1,39.2,40,16,16,4,14,1,25,0,0,1,171,115,3.58,1.361,9.1,0.9,3.2,5.7,1.79,Left,No
12,1958,,Nelson Chittum,25,0,1,0.0,6.44,13,2,3,0,0,0,29.1,31,21,21,5,7,0,13,1,1,2,127,65,4.62,1.295,9.5,1.5,2.1,4.0,1.86,Right,No
13,1958,,Morrie Martin,35,3,1,0.75,4.74,17,0,3,0,0,0,24.2,19,13,13,3,12,0,16,2,1,0,104,89,4.46,1.257,6.9,1.1,4.4,5.8,1.33,Left,No
14,1958,,Frank Barnes,31,1,1,0.5,7.58,8,1,0,0,0,0,19.0,19,16,16,3,16,0,17,2,0,0,93,56,5.58,1.842,9.0,1.4,7.6,8.1,1.06,Right,No
15,1958,,Bill Smith,24,0,1,0.0,6.52,2,1,1,0,0,0,9.2,12,7,7,0,4,0,4,0,0,0,42,66,2.89,1.655,11.2,0.0,3.7,3.7,1.0,Left,No
16,1958,,Phil Clark,25,0,1,0.0,3.52,7,0,3,0,0,1,7.2,11,5,3,2,3,0,1,0,0,0,35,123,6.78,1.826,12.9,2.3,3.5,1.2,0.33,Right,No
17,1958,,Herm Wehmeier,31,0,1,0.0,13.5,3,3,0,0,0,0,6.0,13,9,9,2,2,0,4,0,0,0,31,33,6.48,2.5,19.5,3.0,3.0,6.0,2.0,Right,No
18,1958,,Von McDaniel,19,0,0,0.0,13.5,2,1,0,0,0,0,2.0,5,3,3,0,5,0,0,0,1,0,16,36,9.98,5.0,22.5,0.0,22.5,0.0,0.0,Right,No
19,1958,,Johnny O'Brien,27,0,0,0.0,22.5,1,0,1,0,0,0,2.0,7,5,5,0,2,0,2,0,0,0,15,22,3.48,4.5,31.5,0.0,9.0,9.0,1.0,Right,No
20,1958,,Tom Flanigan,23,0,0,0.0,9.0,1,0,1,0,0,0,1.0,2,1,1,1,1,0,0,0,0,0,5,63,18.48,3.0,18.0,9.0,9.0,0.0,0.0,Left,No
1,1957,SP,Larry Jackson,26,15,9,0.625,3.47,41,22,11,6,2,1,210.1,196,84,81,21,57,8,96,4,0,4,861,114,3.71,1.203,8.4,0.9,2.4,4.1,1.68,Right,No
2,1957,SP,Lindy McDaniel,21,15,9,0.625,3.49,30,26,1,10,1,0,191.0,196,87,74,13,53,4,75,3,0,9,804,114,3.44,1.304,9.2,0.6,2.5,3.5,1.42,Right,No
3,1957,SP,Sam Jones,31,12,9,0.571,3.6,28,27,1,10,2,0,182.2,164,77,73,17,71,1,154,6,0,3,767,110,3.24,1.286,8.1,0.8,3.5,7.6,2.17,Right,No
4,1957,SP,Vinegar Bend Mizell,26,8,10,0.444,3.74,33,21,2,7,2,0,149.1,136,69,62,18,51,4,87,1,0,1,627,106,3.9,1.252,8.2,1.1,3.1,5.2,1.71,Left,No
5,1957,SP,Von McDaniel,18,7,5,0.583,3.22,17,13,2,4,2,0,86.2,71,37,31,7,31,3,45,1,0,4,356,123,3.58,1.177,7.4,0.7,3.2,4.7,1.45,Right,No
6,1957,SP,Murry Dickson,40,5,3,0.625,4.14,14,13,0,3,1,0,74.0,87,41,34,8,25,0,29,1,0,3,326,96,4.13,1.514,10.6,1.0,3.0,3.5,1.16,Right,No
7,1957,CL,Hoyt Wilhelm,34,1,4,0.2,4.25,40,0,30,0,0,11,55.0,52,28,26,7,21,1,29,3,0,0,231,94,4.37,1.327,8.5,1.1,3.4,4.7,1.38,Right,No
8,1957,RP,Herm Wehmeier,30,10,7,0.588,4.31,36,18,5,5,0,0,165.0,165,91,79,25,54,7,91,2,0,4,716,92,4.34,1.327,9.0,1.4,2.9,5.0,1.69,Right,No
9,1957,RP,Willard Schmidt,29,10,3,0.769,4.78,40,8,8,1,0,0,116.2,146,67,62,13,49,6,63,2,0,7,527,83,4.14,1.671,11.3,1.0,3.8,4.9,1.29,Right,No
10,1957,RP,Lloyd Merritt,24,1,2,0.333,3.31,44,0,18,0,0,7,65.1,60,29,24,7,28,5,35,4,0,0,280,120,4.25,1.347,8.3,1.0,3.9,4.8,1.25,Right,No
11,1957,RP,Billy Muffett,26,3,2,0.6,2.25,23,0,16,0,0,8,44.0,35,11,11,1,13,4,21,0,0,1,174,177,2.68,1.091,7.2,0.2,2.7,4.3,1.62,Right,No
12,1957,,Jim Davis,32,0,1,0.0,5.27,10,0,4,0,0,1,13.2,18,8,8,1,6,0,5,0,0,0,61,77,3.99,1.756,11.9,0.7,4.0,3.3,0.83,Left,No
13,1957,,Morrie Martin,34,0,0,0.0,2.53,4,1,1,0,0,0,10.2,5,3,3,0,4,0,7,1,0,0,41,162,2.55,0.844,4.2,0.0,3.4,5.9,1.75,Left,No
14,1957,,Frank Barnes,30,0,1,0.0,4.5,3,1,0,0,0,0,10.0,13,5,5,0,9,1,5,0,0,3,50,91,4.16,2.2,11.7,0.0,8.1,4.5,0.56,Right,No
15,1957,,Bob Smith,27,0,0,0.0,4.66,6,0,3,0,0,1,9.2,12,10,5,0,6,1,11,1,0,0,53,88,2.35,1.862,11.2,0.0,5.6,10.2,1.83,Left,No
16,1957,,Bob Miller,18,0,0,0.0,7.0,5,0,4,0,0,0,9.0,13,9,7,2,5,0,7,0,0,1,46,59,5.46,2.0,13.0,2.0,5.0,7.0,1.4,Right,No
